Alloy_or_not,Pt_or_not,Weight_ratio (wt%),Particle_size (nm),Surface_area (m2/g),N_doped (at%),pH,Current_density (mA/cm2),Overpotential (mV)
1,0,37,10,110.3494,2.24,0.3,10,119
1,0,37,10,110.3494,2.24,14,50,112
1,0,37,10,110.3494,2.24,14,40,96
1,0,37,10,110.3494,2.24,7.4,10,90
1,0,37,10,110.3494,2.24,14,20,60
1,0,37,10,110.3494,2.24,14,10,38
1,0,27.9,10,87.86,1.66,7.4,40,693
1,0,27.9,10,87.86,1.66,7.4,20,458
1,0,27.9,10,87.86,1.66,0.3,250,362
1,0,27.9,10,87.86,1.66,14,250,338
1,0,27.9,10,87.86,1.66,0.3,200,338
1,0,27.9,10,87.86,1.66,0.3,150,311
1,0,27.9,10,87.86,1.66,14,200,305
1,0,27.9,10,87.86,1.66,0.3,100,278
1,0,27.9,10,87.86,1.66,14,150,268
1,0,27.9,10,87.86,1.66,0.3,80,263
1,0,27.9,10,87.86,1.66,7.4,10,254
1,0,27.9,10,87.86,1.66,0.3,60,245
1,0,27.9,10,87.86,1.66,0.3,50,231
1,0,27.9,10,87.86,1.66,14,100,223
1,0,27.9,10,87.86,1.66,0.3,40,220
1,0,27.9,10,87.86,1.66,14,80,201
1,0,27.9,10,87.86,1.66,0.3,20,181
1,0,27.9,10,87.86,1.66,14,60,177
1,0,27.9,10,87.86,1.66,14,50,160
1,0,27.9,10,87.86,1.66,0.3,10,150
1,0,27.9,10,87.86,1.66,14,40,147
1,0,27.9,10,87.86,1.66,14,20,103
1,0,27.9,10,87.86,1.66,14,10,67
1,0,6.13,11.35,400.29,2.72,14,50,450
1,0,6.13,11.35,400.29,2.72,14,10,270
1,0,5.92,10.95,353.69,2.05,14,50,420
1,0,5.92,10.95,353.69,2.05,14,10,250
1,0,4.28,10.57,365.16,1.5,14,100,410
1,0,4.28,10.57,365.16,1.5,14,50,340
1,0,4.28,10.57,365.16,1.5,14,10,240
1,0,2.9,10.27,325.61,1.15,14,50,540
1,0,2.9,10.27,325.61,1.15,14,10,330
0,0,3.11,11.4,289.13,1.95,14,50,410
0,0,3.11,11.4,289.13,1.95,14,10,300
0,1,0.07,3,118.14,0,0.3,10,34.8
0,1,0.07,3,118.14,0,0.3,20,47.2
1,1,6.69,19.3,302,3.4,14,60,513
1,0,7.31,34.2,292,3.4,14,60,450
1,0,7.31,34.2,292,3.4,14,50,441
1,0,7.31,34.2,292,3.4,14,40,434
1,0,7.31,34.2,292,3.4,14,20,408
1,0,7.31,34.2,292,3.4,14,10,380
1,0,6.69,19.3,302,3.4,14,50,499
1,0,6.69,19.3,302,3.4,14,40,482
1,0,6.69,19.3,302,3.4,14,20,439
1,0,6.69,19.3,302,3.4,14,10,398
1,0,8.74,18,356,3.4,14,60,553
1,0,8.74,18,356,3.4,14,50,545
1,0,8.74,18,356,3.4,14,40,534
1,0,8.74,18,356,3.4,14,20,497
1,0,8.74,18,356,3.4,14,10,458
1,0,9.87,15.6,358,3.4,14,60,519
1,0,9.87,15.6,358,3.4,14,50,510
1,0,9.87,15.6,358,3.4,14,40,499
1,0,9.87,15.6,358,3.4,14,20,463
1,0,9.87,15.6,358,3.4,14,10,425
1,0,100,10,52.8,0,13,10,56
1,0,100,10,52.8,0,14,10,42
0,1,10.2,2,402,0,0.3,50,50
0,1,10.2,2,402,0,0.3,40,45.2
0,1,10.2,2,402,0,0.3,20,34.6
0,1,10.2,2,402,0,0.3,10,28.27
